Lokasi,Titik Koordinat,Kondisi,Jenis PJU,Jenis Tiang,Jenis Lampu,Latitude,Longitude,Kondisi_Biner,geometry,index_right,Kecamatan_Final
Jl . Cipatujah Bantar kalong Simpang Bantarkalong,-7.6233213 108.1049450,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.6233213,108.104945,0,POINT (108.104945 -7.6233213),7.0,Bantarkalong
Beurih Simpang Bantarkalong,-7.628342 108.102707,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.628342,108.102707,0,POINT (108.102707 -7.628342),7.0,Bantarkalong
Jl ci patujah Bantar kalong Simpang Bantarkalong,-7.6337348 108.0935675,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.6337348,108.0935675,0,POINT (108.0935675 -7.6337348),7.0,Bantarkalong
Pasir simpang Desa Simpang Bantarkalong,-7.628056 108.105114,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.628056,108.105114,0,POINT (108.105114 -7.628056),7.0,Bantarkalong
Cisuren Simpang Bantarkalong,-7.630184 108.107369,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.630184,108.107369,0,POINT (108.107369 -7.630184),7.0,Bantarkalong
Cibeureum Cimintar Bantarkalong,-7.631325 108.097821,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.631325,108.097821,0,POINT (108.097821 -7.631325),7.0,Bantarkalong
Cibeureum Simpang Bantarkalong,-7.628717 108.100532,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.628717,108.100532,0,POINT (108.100532 -7.628717),7.0,Bantarkalong
Jl kampung beurih Simpang Bantarkalong,-7.629444 108.100534,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.629444,108.100534,0,POINT (108.100534 -7.629444),7.0,Bantarkalong
Cimintar Sirnagalih Bantarkalong,-7.633050 108.095464,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.63305,108.095464,0,POINT (108.095464 -7.63305),7.0,Bantarkalong
Cimintar Sirnagalih Bantarkalong,-7.628022 108.101186,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.628022,108.101186,0,POINT (108.101186 -7.628022),7.0,Bantarkalong
Jl Cipatujah Bantar kalong Bantar kalong Bantarkalong,-7.6678106 108.0748118,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.6678106,108.0748118,0,POINT (108.0748118 -7.6678106),0.0,Cipatujah
Jl pamijahan Hegarwangi Bantarkalong,-7.6172462 108.1047861,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.6172462,108.1047861,0,POINT (108.1047861 -7.6172462),7.0,Bantarkalong
Babakan cisegel Hegarwangi Bantarkalong,-7.612477 108.106554,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.612477,108.106554,0,POINT (108.106554 -7.612477),7.0,Bantarkalong
Cisegel Hegarwangi Bantarkalong,-7.610225 108.106997,Baik,PJU Konvensional,Tiang Stang,SON T,-7.610225,108.106997,0,POINT (108.106997 -7.610225),7.0,Bantarkalong
Jl pamijahan Hegar wangi Bantarkalong,-7.6124924 108.1064628,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.6124924,108.1064628,0,POINT (108.1064628 -7.6124924),7.0,Bantarkalong
Parakan honje Parakanhonje Bantarkalong,-7.607462 108.107773,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.607462,108.107773,0,POINT (108.107773 -7.607462),7.0,Bantarkalong
Cimokia Bantar kalong Bantarkalong,-7.599482 108.104769,Rusak Berat,PJU Konvensional,Tiang Tunggal,SON T,-7.599482,108.104769,1,POINT (108.104769 -7.599482),7.0,Bantarkalong
Sukawangun Parakanhonje Bantarkalong,-7.606768 108.106997,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.606768,108.106997,0,POINT (108.106997 -7.606768),7.0,Bantarkalong
Jl raya pamijahan Hegarwangi Bantarkalong,-7.6111917 108.1072048,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.6111917,108.1072048,0,POINT (108.1072048 -7.6111917),7.0,Bantarkalong
Ciomas Parakanhonye Bantarkalong,-7.595440 108.103180,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.59544,108.10318,0,POINT (108.10318 -7.59544),7.0,Bantarkalong
Jl pamijahan Parakanhonje Bantarkalong,-7.6022910 108.1111979,Baik,PJU Solar Cell,Tiang Stang,LED,-7.602291,108.1111979,0,POINT (108.1111979 -7.602291),7.0,Bantarkalong
Cimokia Bantarkalong Bantarkalong,-7.601762 108.103450,Rusak Ringan,PJU Konvensional,Tiang Tunggal,Mercury,-7.601762,108.10345,1,POINT (108.10345 -7.601762),7.0,Bantarkalong
Cihandiwung Parakanhonje Bantarkalong,-7.577336 108.109062,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.577336,108.109062,0,POINT (108.109062 -7.577336),7.0,Bantarkalong
Jl pamijahan Parakanhonje Bantarkalong,-7.6016320 108.1102186,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.601632,108.1102186,0,POINT (108.1102186 -7.601632),7.0,Bantarkalong
Cimokla Hegarwangi Bantarkalong,-7.603045 108.106722,Rusak Ringan,PJU Konvensional,Tiang Tunggal,Mercury,-7.603045,108.106722,1,POINT (108.106722 -7.603045),7.0,Bantarkalong
Parakanhonje Parakanhonje Bantarkalong,-7.576844 108.107914,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.576844,108.107914,0,POINT (108.107914 -7.576844),7.0,Bantarkalong
"Cisuren,tidak ada alamat tersebut Parakanhonje Bantarkalong",-7.575798 108.105958,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.575798,108.105958,0,POINT (108.105958 -7.575798),7.0,Bantarkalong
Jl pamijahan Parakanhonje Bantarkalong,-7.5917986 108.1137172,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.5917986,108.1137172,0,POINT (108.1137172 -7.5917986),7.0,Bantarkalong
Jl pamijahan Parakan honje Bantarkalong,-7.5896314 108.1111614,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.5896314,108.1111614,0,POINT (108.1111614 -7.5896314),7.0,Bantarkalong
Jl pamijahan Parakanhonje Bantarkalong,-7.5892854 108.1107473,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.5892854,108.1107473,0,POINT (108.1107473 -7.5892854),7.0,Bantarkalong
Jl pamijahan Parakanhonje Bantarkalong,-7.5891857 108.1117498,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.5891857,108.1117498,0,POINT (108.1117498 -7.5891857),7.0,Bantarkalong
Sukawangun Parakanhonje Bantarkalong,-7.573310 108.105113,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.57331,108.105113,0,POINT (108.105113 -7.57331),7.0,Bantarkalong
Jl Bantar kalong simpang urmi Parakanhonje Bantarkalong,-7.5715714 108.1032492,Baik,PJU Konvensional,Tiang Stang,SON T,-7.5715714,108.1032492,0,POINT (108.1032492 -7.5715714),7.0,Bantarkalong
Cihandiwung Parakanhonje Bantarkalong,-7.575239 108.105104,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.575239,108.105104,0,POINT (108.105104 -7.575239),7.0,Bantarkalong
Cihandiwung Parakanhonje Bantarkalong,-7.575148 108.105484,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.575148,108.105484,0,POINT (108.105484 -7.575148),7.0,Bantarkalong
Parungpung Pamijahan Bantarkalong,-7.574971 108.093208,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.574971,108.093208,0,POINT (108.093208 -7.574971),7.0,Bantarkalong
Cigaru 3 Pamijahan Bantarkalong,-7.572667 108.087850,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.572667,108.08785,0,POINT (108.08785 -7.572667),7.0,Bantarkalong
kebon cangkok Pamijahan Bantarkalong,-7.572979 108.087785,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.572979,108.087785,0,POINT (108.087785 -7.572979),7.0,Bantarkalong
Jl pamijahan Pamijahan Bantarkalong,-7.5682568 108.0840453,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.5682568,108.0840453,0,POINT (108.0840453 -7.5682568),7.0,Bantarkalong
Parungpung Pamijahan Bantarkalong,-7.572208 108.087172,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.572208,108.087172,0,POINT (108.087172 -7.572208),7.0,Bantarkalong
Jl pamijahan Pamijahan Bantarkalong,-7.5684968 108.0839289,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.5684968,108.0839289,0,POINT (108.0839289 -7.5684968),7.0,Bantarkalong
Jabal rohmat Pamijahan Bantarkalong,-7.571845 108.086677,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.571845,108.086677,0,POINT (108.086677 -7.571845),7.0,Bantarkalong
Panyalahan Pamijahan Bantarkalong,-7.566149 108.070027,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.566149,108.070027,0,POINT (108.070027 -7.566149),7.0,Bantarkalong
Jl pamijahan Pamijahan Bantarkalong,-7.5719213 108.0867848,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.5719213,108.0867848,0,POINT (108.0867848 -7.5719213),7.0,Bantarkalong
Jl pamijahan Pamijahan Bantarkalong,-7.5694453 108.0846129,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.5694453,108.0846129,0,POINT (108.0846129 -7.5694453),7.0,Bantarkalong
Jl pamijahan Pamijahan Bantarkalong,-7.5696932 108.0846686,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.5696932,108.0846686,0,POINT (108.0846686 -7.5696932),7.0,Bantarkalong
Jl mijahan terminal Pamijahan Bantarkalong,-7.5696962 108.0848067,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.5696962,108.0848067,0,POINT (108.0848067 -7.5696962),7.0,Bantarkalong
Pamijahan Pamijahan Bantarkalong,-7.568800 108.070836,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.5688,108.070836,0,POINT (108.070836 -7.5688),7.0,Bantarkalong
Jl pamijahan Pamijahan Bantarkalong,-7.5700429 108.0848375,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.5700429,108.0848375,0,POINT (108.0848375 -7.5700429),7.0,Bantarkalong
Pamijahan Pamijahan Bantarkalong,-7.569158 108.070926,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.569158,108.070926,0,POINT (108.070926 -7.569158),7.0,Bantarkalong
Jl pamijahan Pamijahan Bantar kalong Bantarkalong,-7.5699824 108.0844275,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.5699824,108.0844275,0,POINT (108.0844275 -7.5699824),7.0,Bantarkalong
PAMIJAHAN Pamijahan Bantarkalong,-7.567743 108.071754,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.567743,108.071754,0,POINT (108.071754 -7.567743),7.0,Bantarkalong
Panyalahan cikapinis pamijahan Pamijahan Bantarkalong,-7.570656 108.073948,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.570656,108.073948,0,POINT (108.073948 -7.570656),7.0,Bantarkalong
Panyalahan cikapinis pamijahan Pamijahan Bantarkalong,-7.568173 108.072423,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.568173,108.072423,0,POINT (108.072423 -7.568173),7.0,Bantarkalong
Wakaf pamijahan Parakan honje Bantarkalong,-7.571448 108.103414,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.571448,108.103414,0,POINT (108.103414 -7.571448),7.0,Bantarkalong
Pamijahan Parakan honje Bantarkalong,-7.569918 108.103452,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.569918,108.103452,0,POINT (108.103452 -7.569918),7.0,Bantarkalong
Panyalahan Pamijahan Bantarkalong,-7.568707 108.074863,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.568707,108.074863,0,POINT (108.074863 -7.568707),7.0,Bantarkalong
Panyalahan Pamijahan Bantarkalong,-7.569055 108.075301,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.569055,108.075301,0,POINT (108.075301 -7.569055),7.0,Bantarkalong
Pamijahan Pamijahan Bantarkalong,-7.567763 108.071665,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.567763,108.071665,0,POINT (108.071665 -7.567763),7.0,Bantarkalong
Sangulat Sukamaju Bantarkalong,-7.553192 108.090245,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.553192,108.090245,0,POINT (108.090245 -7.553192),7.0,Bantarkalong
Sangulat Sukamaju Bantarkalong,-7.552276 108.089571,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.552276,108.089571,0,POINT (108.089571 -7.552276),7.0,Bantarkalong
Koranji pamijahan Pamijahan Bantarkalong,-7.559770 108.077186,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.55977,108.077186,0,POINT (108.077186 -7.55977),7.0,Bantarkalong
Cipurut sukamaju Sukamaju Bantarkalong,-7.553983 108.093960,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.553983,108.09396,0,POINT (108.09396 -7.553983),7.0,Bantarkalong
Bubuay Wangun sari Bantarkalong,-7.543978 108.065871,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.543978,108.065871,0,POINT (108.065871 -7.543978),7.0,Bantarkalong
Mekar laksana Wangun sari Bantarkalong,-7.544743 108.067162,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.544743,108.067162,0,POINT (108.067162 -7.544743),7.0,Bantarkalong
Datar petir Sukamaju Bantarkalong,-7.545390 108.094242,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.54539,108.094242,0,POINT (108.094242 -7.54539),7.0,Bantarkalong
Datar petir Sukamaju Bantarkalong,-7.540707 108.093600,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.540707,108.0936,0,POINT (108.0936 -7.540707),7.0,Bantarkalong
Satron Wangun sari Bantarkalong,-7.540928 108.059684,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.540928,108.059684,0,POINT (108.059684 -7.540928),7.0,Bantarkalong
Ciranini Wangun sari Bantarkalong,-7.542821 108.058303,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.542821,108.058303,0,POINT (108.058303 -7.542821),7.0,Bantarkalong
Wangun sari Wangun sari Bantarkalong,-7.540615 108.046383,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.540615,108.046383,0,POINT (108.046383 -7.540615),7.0,Bantarkalong
Lembur gede Wangun sari Bantarkalong,-7.540901 108.045673,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.540901,108.045673,0,POINT (108.045673 -7.540901),7.0,Bantarkalong
Lalis wangun sari Wangun sari Bantarkalong,-7.540901 108.045673,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.540901,108.045673,0,POINT (108.045673 -7.540901),7.0,Bantarkalong
Mekarjaya wakap Wakap Bantarkalong,-7.524925 108.083126,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.524925,108.083126,0,POINT (108.083126 -7.524925),7.0,Bantarkalong
Singkup DS wakap Wakap Bantarkalong,-7.523971 108.083943,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.523971,108.083943,0,POINT (108.083943 -7.523971),7.0,Bantarkalong
Jati Wangun sari Bantarkalong,-7.537411 108.026606,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.537411,108.026606,0,POINT (108.026606 -7.537411),7.0,Bantarkalong
Cigaru Wangun sari Bantarkalong,-7.541563 108.029690,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.541563,108.02969,0,POINT (108.02969 -7.541563),7.0,Bantarkalong
Cigaru Wakap Bantarkalong,-7.516662 108.089382,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.516662,108.089382,0,POINT (108.089382 -7.516662),7.0,Bantarkalong
Cisenting Wangun sari Bantarkalong,-7.544627 108.038351,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.544627,108.038351,0,POINT (108.038351 -7.544627),7.0,Bantarkalong
Puspa Wakap Bantarkalong,-7.522960 108.084938,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.52296,108.084938,0,POINT (108.084938 -7.52296),7.0,Bantarkalong
Lalis Wangun sari Bantarkalong,-7.542590 108.042067,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.54259,108.042067,0,POINT (108.042067 -7.54259),7.0,Bantarkalong
Lalis Wangun sari Bantarkalong,-7.539798 108.048643,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.539798,108.048643,0,POINT (108.048643 -7.539798),7.0,Bantarkalong
Datar jambu Toblongan Bantarkalong,-7.532145 108.103376,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.532145,108.103376,0,POINT (108.103376 -7.532145),8.0,Bojongasih
Balagendong Wangun sari Bantarkalong,-7.532177 108.045766,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.532177,108.045766,0,POINT (108.045766 -7.532177),11.0,Sodonghilir
Pencut kondang Wakap Bantarkalong,-7.538538 108.085920,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.538538,108.08592,0,POINT (108.08592 -7.538538),7.0,Bantarkalong
Biru wakap Wakap Bantarkalong,-7.529494 108.083830,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.529494,108.08383,0,POINT (108.08383 -7.529494),7.0,Bantarkalong
Datar Gintung Wakap Bantarkalong,-7.549212 108.091730,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.549212,108.09173,0,POINT (108.09173 -7.549212),7.0,Bantarkalong
Simpang Simpang Bantarkalong,-7.623063 108.105262,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.623063,108.105262,0,POINT (108.105262 -7.623063),7.0,Bantarkalong
Simpang Simpang Bantarkalong,-7.623277 108.105549,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.623277,108.105549,0,POINT (108.105549 -7.623277),7.0,Bantarkalong
Bantar kalong Simpang Bantarkalong,-7.622790 108.104918,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.62279,108.104918,0,POINT (108.104918 -7.62279),7.0,Bantarkalong
Simpang Simpang Bantarkalong,-7.623510 108.106705,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.62351,108.106705,0,POINT (108.106705 -7.62351),7.0,Bantarkalong
Simpang Simpang Bantarkalong,-7.623550 108.106715,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.62355,108.106715,0,POINT (108.106715 -7.62355),7.0,Bantarkalong
Simpang Simpang Bantarkalong,-7.623369 108.107198,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.623369,108.107198,0,POINT (108.107198 -7.623369),7.0,Bantarkalong
Simpang Simpang Bantarkalong,-7.623308 108.107408,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.623308,108.107408,0,POINT (108.107408 -7.623308),7.0,Bantarkalong
Hegarwangi Simpang Bantarkalong,-7.625631 108.109079,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.625631,108.109079,0,POINT (108.109079 -7.625631),7.0,Bantarkalong
Cibogor Sirna galih Bantarkalong,-7.632250 108.074727,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.63225,108.074727,0,POINT (108.074727 -7.63225),7.0,Bantarkalong
Burujul sirna galih Sirna galih Bantarkalong,-7.625779 108.072537,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.625779,108.072537,0,POINT (108.072537 -7.625779),7.0,Bantarkalong
Mekarjaya Wakaf Bantarkalong,-7.525339 108.088254,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.525339,108.088254,0,POINT (108.088254 -7.525339),7.0,Bantarkalong
Nangreu Sirnagalih Sirna galih Bantarkalong,-7.622109 108.086259,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.622109,108.086259,0,POINT (108.086259 -7.622109),7.0,Bantarkalong
Singkup ds.wakap Wakap Bantarkalong,-7.524171 108.086556,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.524171,108.086556,0,POINT (108.086556 -7.524171),7.0,Bantarkalong
Nangreu Sirna galih Bantarkalong,-7.621092 108.078453,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.621092,108.078453,0,POINT (108.078453 -7.621092),7.0,Bantarkalong
Cikankareng Sirnagalih Bantarkalong,-7.621736 108.094135,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.621736,108.094135,0,POINT (108.094135 -7.621736),7.0,Bantarkalong
Cikuya Simpang Bantarkalong,-7.621714 108.100988,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.621714,108.100988,0,POINT (108.100988 -7.621714),7.0,Bantarkalong
Ciasmin Simpang Bantarkalong,-7.622011 108.101146,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.622011,108.101146,0,POINT (108.101146 -7.622011),7.0,Bantarkalong
Datat randu Sukamaju Bantarkalong,-7.538222 108.093342,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.538222,108.093342,0,POINT (108.093342 -7.538222),7.0,Bantarkalong
Datar randu Sukamaju Bantarkalong,-7.538222 108.093342,Baik,PJU Konvensional,Tiang Stang,Mercury,-7.538222,108.093342,0,POINT (108.093342 -7.538222),7.0,Bantarkalong
Datar randu Sukamaju Bantarkalong,-7.538222 108.093342,Baik,PJU Konvensional,Tiang Stang,Mercury,-7.538222,108.093342,0,POINT (108.093342 -7.538222),7.0,Bantarkalong
Pugeran Sukamaju Bantarkalong,-7.539758 108.093728,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.539758,108.093728,0,POINT (108.093728 -7.539758),7.0,Bantarkalong
Pugeran Sukamaju Bantarkalong,-7.539866 108.094193,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.539866,108.094193,0,POINT (108.094193 -7.539866),7.0,Bantarkalong
Datar gintung Sukamaju Bantarkalong,-7.539314 108.091799,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.539314,108.091799,0,POINT (108.091799 -7.539314),7.0,Bantarkalong
Pugeran Sukamaju Bantarkalong,-7.540260 108.093532,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.54026,108.093532,0,POINT (108.093532 -7.54026),7.0,Bantarkalong
Datar petir Sukamaju Bantarkalong,-7.541760 108.094025,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.54176,108.094025,0,POINT (108.094025 -7.54176),7.0,Bantarkalong
Datar petir Sukamaju Bantarkalong,-7.542391 108.093663,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.542391,108.093663,0,POINT (108.093663 -7.542391),7.0,Bantarkalong
Puspa Sukamaju Bantarkalong,-7.550056 108.094221,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.550056,108.094221,0,POINT (108.094221 -7.550056),7.0,Bantarkalong
Leuwinanggung Sukamaju Bantarkalong,-7.547616 108.084846,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.547616,108.084846,0,POINT (108.084846 -7.547616),7.0,Bantarkalong
Leuwinanggung Sukamaju Bantarkalong,-7.546152 108.084096,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.546152,108.084096,0,POINT (108.084096 -7.546152),7.0,Bantarkalong
Cipurut Sukamaju Bantarkalong,-7.553850 108.092876,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.55385,108.092876,0,POINT (108.092876 -7.55385),7.0,Bantarkalong
Sangulat Sukamaju Bantarkalong,-7.553188 108.090141,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.553188,108.090141,0,POINT (108.090141 -7.553188),7.0,Bantarkalong
Cipurut Sukamaju Bantarkalong,-7.551474 108.093331,Baik,PJU Konvensional,Tiang Stang,Mercury,-7.551474,108.093331,0,POINT (108.093331 -7.551474),7.0,Bantarkalong
Sangulat Sukamaju Bantarkalong,-7.551474 108.093331,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.551474,108.093331,0,POINT (108.093331 -7.551474),7.0,Bantarkalong
Jl babakan Cipicung Bantarkalong,-7.5236857 108.0802077,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.5236857,108.0802077,0,POINT (108.0802077 -7.5236857),7.0,Bantarkalong
Jl cipicung Cantanyan Bantarkalong,-7.4994475 108.0789407,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.4994475,108.0789407,0,POINT (108.0789407 -7.4994475),11.0,Sodonghilir
Cijalu Tobongjaya Bantarkalong,-7.643775 108.088736,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.643775,108.088736,0,POINT (108.088736 -7.643775),0.0,Cipatujah
Menol Tobongjaya Bantarkalong,-7.643775 108.088730,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.643775,108.08873,0,POINT (108.08873 -7.643775),0.0,Cipatujah
Tobongjaya Tobongjaya Bantarkalong,-7.643097 108.087530,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.643097,108.08753,0,POINT (108.08753 -7.643097),0.0,Cipatujah
Ciberem Simpang Bantarkalong,-7.632544 108.100169,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.632544,108.100169,0,POINT (108.100169 -7.632544),7.0,Bantarkalong
Jl pamijahan Pamijahan Bantarkalong,-7.5677805 108.0716743,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.5677805,108.0716743,0,POINT (108.0716743 -7.5677805),7.0,Bantarkalong
Jl cilumbu Pamijahan Bantarkalong,-7.5691359 108.0710315,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.5691359,108.0710315,0,POINT (108.0710315 -7.5691359),7.0,Bantarkalong
Jl pamijahan Pamijahan Bantarkalong,-7.5700489 108.0859791,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.5700489,108.0859791,0,POINT (108.0859791 -7.5700489),7.0,Bantarkalong
Jl pamijahan Pamijahan Bantarkalong,-7.5726828 108.0877933,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.5726828,108.0877933,0,POINT (108.0877933 -7.5726828),7.0,Bantarkalong
Jl pamijahan Pamijan Bantarkalong,-7.5734020 108.0898767,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.573402,108.0898767,0,POINT (108.0898767 -7.573402),7.0,Bantarkalong
Jl pamijahan Pamjihan Bantarkalong,-7.5749683 108.0931272,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.5749683,108.0931272,0,POINT (108.0931272 -7.5749683),7.0,Bantarkalong
Jl pamijahan Pamijahan Bantarkalong,-7.5755041 108.0933193,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.5755041,108.0933193,0,POINT (108.0933193 -7.5755041),7.0,Bantarkalong
Jl pamijahan Parakanhonje Bantarkalong,-7.5725937 108.1042443,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.5725937,108.1042443,0,POINT (108.1042443 -7.5725937),7.0,Bantarkalong
Jl pamijahan Parakanhonje Bantarkalong,-7.5732647 108.1051023,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.5732647,108.1051023,0,POINT (108.1051023 -7.5732647),7.0,Bantarkalong
Jl pamijahan Parakanhonje Bantarkalong,-7.5916842 108.1137115,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.5916842,108.1137115,0,POINT (108.1137115 -7.5916842),7.0,Bantarkalong
Jl pamijahan Parakanhonje Bantarkalong,-7.5982844 108.1147378,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.5982844,108.1147378,0,POINT (108.1147378 -7.5982844),7.0,Bantarkalong
Kp beurih Simang Bantarkalong,-7.6268630 108.1024503,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.626863,108.1024503,0,POINT (108.1024503 -7.626863),7.0,Bantarkalong
Balekambang Bojongasih Bojongasih,-7.575512 108.140153,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.575512,108.140153,0,POINT (108.140153 -7.575512),8.0,Bojongasih
