Lokasi,Titik Koordinat,Kondisi,Jenis PJU,Jenis Tiang,Jenis Lampu,Latitude,Longitude,Kondisi_Biner,geometry,index_right,Kecamatan_Final
"Cicanir,Cimanggu,Puspahiang",-7.418515 108.081116,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.418515,108.081116,0,POINT (108.081116 -7.418515),14.0,Puspahiang
"Dpn msjid al iklas,Cimanggu,Puspahiang",-7.418459 108.081576,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.418459,108.081576,0,POINT (108.081576 -7.418459),14.0,Puspahiang
"Klewih,Pusparahayu,Puspahiang",-7.431695 108.061964,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.431695,108.061964,0,POINT (108.061964 -7.431695),14.0,Puspahiang
"Per4an klewih,Pusparahayu,Puspahiang",-7.432209 108.063598,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.432209,108.063598,0,POINT (108.063598 -7.432209),14.0,Puspahiang
"Ciparia,Pusparahayu,Puspahiang",-7.429523 108.060111,Baik,PJU Konvensional,Tiang Stang,SON T,-7.429523,108.060111,0,POINT (108.060111 -7.429523),14.0,Puspahiang
"Dpan mesjid jami albarokah,Pusparahayu,Puspahiang",-7.428846 108.059196,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.428846,108.059196,0,POINT (108.059196 -7.428846),14.0,Puspahiang
"Kp.cilimus,Pusparahayu,Puspahiang",-7.424806 108.054381,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.424806,108.054381,0,POINT (108.054381 -7.424806),14.0,Puspahiang
"Jl mandalasri lengkong,Puspahiang,Puspahiang",-7.4147636 108.0273803,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.4147636,108.0273803,0,POINT (108.0273803 -7.4147636),14.0,Puspahiang
"Cibatok puspasari,Puspasari,Puspahiang",-7.4160466 108.0288934,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.4160466,108.0288934,0,POINT (108.0288934 -7.4160466),14.0,Puspahiang
"Sukasari,Sukasari,Puspahiang",-7.4018112 107.9935948,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.4018112,107.9935948,0,POINT (107.9935948 -7.4018112),14.0,Puspahiang
"Pesantren almuawanah,Mandalasari,Puspahiang",-7.4094131 107.9884534,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.4094131,107.9884534,0,POINT (107.9884534 -7.4094131),14.0,Puspahiang
"Sukanagara,Mandalasari,Puspahiang",-7.4101259 107.9870251,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.4101259,107.9870251,0,POINT (107.9870251 -7.4101259),14.0,Puspahiang
"Cikupa,Mandalasari,Puspahiang",-7.4095025 107.9905887,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.4095025,107.9905887,0,POINT (107.9905887 -7.4095025),14.0,Puspahiang
"Mandalsari psp,Mandalasari,Puspahiang",-7.4061441 107.9898873,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.4061441,107.9898873,0,POINT (107.9898873 -7.4061441),14.0,Puspahiang
"Jl desa mandalasari,Mandalasari,Puspahiang",-7.4068573 107.9886441,Baik,PJU Konvensional,Tiang Stang,Mercury,-7.4068573,107.9886441,0,POINT (107.9886441 -7.4068573),14.0,Puspahiang
"Sukamanah,Sukasari,Puspahiang",-7.3931683 107.9876138,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.3931683,107.9876138,0,POINT (107.9876138 -7.3931683),14.0,Puspahiang
"Sukasari sukamanah,Sukasari,Puspahiang",-7.3940790 107.9893274,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.394079,107.9893274,0,POINT (107.9893274 -7.394079),14.0,Puspahiang
"Sukasari sukamnh,Sukasari,Puspahiang",-7.3942625 107.9902082,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3942625,107.9902082,0,POINT (107.9902082 -7.3942625),14.0,Puspahiang
"Puspa Mukti,Puspahiang,Puspahiang",-7.419567 108.053019,Rusak Berat,PJU Konvensional,Tiang Tunggal,SON T,-7.419567,108.053019,1,POINT (108.053019 -7.419567),14.0,Puspahiang
"Mekar wangi,Puspahiang,Puspahiang",-7.418074 108.049509,Rusak Berat,PJU Konvensional,Tiang Tunggal,SON T,-7.418074,108.049509,1,POINT (108.049509 -7.418074),14.0,Puspahiang
"Kiara ronyok Puspahiang,Puspahiang,Puspahiang",-7.433260 108.047138,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.43326,108.047138,0,POINT (108.047138 -7.43326),14.0,Puspahiang
"Kp Kiara ronyok Puspahiang,Puspahiang,Puspahiang",-7.433274 108.046904,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.433274,108.046904,0,POINT (108.046904 -7.433274),14.0,Puspahiang
"Cigadung pusparahayu,Puspahiang,Puspahiang",-7.440418 108.049981,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.440418,108.049981,0,POINT (108.049981 -7.440418),14.0,Puspahiang
"Prapatan cikupa Puspa rahayu,Puspahiang,Puspahiang",-7.435030 108.044446,Rusak Berat,PJU Konvensional,Tiang Tunggal,SON T,-7.43503,108.044446,1,POINT (108.044446 -7.43503),14.0,Puspahiang
"Puspawangi,Puspahiang,Puspahiang",-7.4185115 108.0487481,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.4185115,108.0487481,0,POINT (108.0487481 -7.4185115),14.0,Puspahiang
"Cipicung Puspahiang,Puspahiang,Puspahiang",-7.4137223 108.0494391,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.4137223,108.0494391,0,POINT (108.0494391 -7.4137223),14.0,Puspahiang
"Jl.parapatan cikuya,Layubakti,Puspahiang",-7.4372724 108.0755353,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.4372724,108.0755353,0,POINT (108.0755353 -7.4372724),14.0,Puspahiang
"Jl prapatan cikuya,Luyu bakti,Puspahiang",-7.4327470 108.0854404,Rusak Berat,PJU Konvensional,Tiang Tunggal,Mercury,-7.432747,108.0854404,1,POINT (108.0854404 -7.432747),14.0,Puspahiang
"Nangerang luyu bakti,Luyu bakti,Puspahiang",-7.4347464 108.0889443,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.4347464,108.0889443,0,POINT (108.0889443 -7.4347464),14.0,Puspahiang
"Luyu bakti,Luyu bakti,Puspahiang",-7.4370230 108.0879294,Baik,PJU Konvensional,Tiang Stang,Mercury,-7.437023,108.0879294,0,POINT (108.0879294 -7.437023),14.0,Puspahiang
"Luyu bakti,Luyu bakti,Puspahiang",-7.4316808 108.0833010,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.4316808,108.083301,0,POINT (108.083301 -7.4316808),14.0,Puspahiang
"Kp burujul,Pusparahayu,Puspahiang",-7.4491309 108.0636548,Rusak Berat,PJU Konvensional,Tiang Tunggal,SON T,-7.4491309,108.0636548,1,POINT (108.0636548 -7.4491309),14.0,Puspahiang
"Kp kupa,Pusparahayu,Puspahiang",-7.4404759 108.0500818,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.4404759,108.0500818,0,POINT (108.0500818 -7.4404759),14.0,Puspahiang
"Sukatani,Puspahiang,Puspahiang",-7.4176830 108.0434752,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.417683,108.0434752,0,POINT (108.0434752 -7.417683),14.0,Puspahiang
"Sukatani,Puspahiang,Puspahiang",-7.4184337 108.0405818,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.4184337,108.0405818,0,POINT (108.0405818 -7.4184337),14.0,Puspahiang
"Legok kapol,Luyubakti,Puspahiang",-7.4317695 108.0834173,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.4317695,108.0834173,0,POINT (108.0834173 -7.4317695),14.0,Puspahiang
"Luyubakti,Luyu bakti,Puspahiang",-7.4331243 108.0823116,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.4331243,108.0823116,0,POINT (108.0823116 -7.4331243),14.0,Puspahiang
"Puspahiang,Puspahiang,Puspahiang",-7.4171943 108.0454744,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.4171943,108.0454744,0,POINT (108.0454744 -7.4171943),14.0,Puspahiang
"Jl panembong,Manggungjaya,Rajapolah",-7.2133702 108.1876372,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2133702,108.1876372,0,POINT (108.1876372 -7.2133702),33.0,Rajapolah
"Jl sukahening,Manggungjaya,Rajapolah",-7.218184 108.182163,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.218184,108.182163,0,POINT (108.182163 -7.218184),33.0,Rajapolah
"Jl sukahening,Sukanagalih,Rajapolah",-7.2147623 108.1744022,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.2147623,108.1744022,0,POINT (108.1744022 -7.2147623),33.0,Rajapolah
"Jl sukahening,Sukanagalih,Rajapolah",-7.2147832 108.1718997,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2147832,108.1718997,0,POINT (108.1718997 -7.2147832),33.0,Rajapolah
"Jl sukahening,Sukanagalih,Rajapolah",-7.2133579 108.1640070,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2133579,108.164007,0,POINT (108.164007 -7.2133579),33.0,Rajapolah
"Jl margasari,Manggung jaya,Rajapolah",-7.2222030 108.1976908,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.222203,108.1976908,0,POINT (108.1976908 -7.222203),33.0,Rajapolah
"Jl margasari,Manggung jaya,Rajapolah",-7.2214153 108.1966112,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2214153,108.1966112,0,POINT (108.1966112 -7.2214153),33.0,Rajapolah
"Jl cimande,Manggung jaya,Rajapolah",-7.2278634 108.1954626,Baik,PJU Konvensional,Tiang Stang,SON T,-7.2278634,108.1954626,0,POINT (108.1954626 -7.2278634),33.0,Rajapolah
"Jl cimande,Manggung jaya,Rajapolah",-7.2265363 108.1944111,Baik,PJU Konvensional,Tiang Stang,SON T,-7.2265363,108.1944111,0,POINT (108.1944111 -7.2265363),33.0,Rajapolah
"Bojongsari,Manggung jaya,Rajapolah",-7.2247697 108.1940544,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.2247697,108.1940544,0,POINT (108.1940544 -7.2247697),33.0,Rajapolah
"Jl setasion,Manggung jaya,Rajapolah",-7.2195683 108.1919465,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.2195683,108.1919465,0,POINT (108.1919465 -7.2195683),33.0,Rajapolah
"Jl setasion,Manggung jaya,Rajapolah",-7.2198776 108.1930358,Baik,PJU Konvensional,Tiang Stang,SON T,-7.2198776,108.1930358,0,POINT (108.1930358 -7.2198776),33.0,Rajapolah
"Jl setasion,Manggung jaya,Rajapolah",-7.2195969 108.1921031,Baik,PJU Konvensional,Tiang Stang,SON T,-7.2195969,108.1921031,0,POINT (108.1921031 -7.2195969),33.0,Rajapolah
"Jl setasion,Manggung jaya,Rajapolah",-7.2211043 108.1953972,Rusak Ringan,PJU Solar Cell,Tiang Stang,LED,-7.2211043,108.1953972,1,POINT (108.1953972 -7.2211043),33.0,Rajapolah
"Jl setasion,Manggung jaya,Rajapolah",-7.2205698 108.1940081,Baik,PJU Konvensional,Tiang Stang,SON T,-7.2205698,108.1940081,0,POINT (108.1940081 -7.2205698),33.0,Rajapolah
"Jl raya rajapolah dst301,Manggung jaya,Rajapolah",-7.2200027 108.1904019,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.2200027,108.1904019,0,POINT (108.1904019 -7.2200027),33.0,Rajapolah
"Jl raya Rajapolah..,Manggung jaya,Rajapolah",-7.2200572 108.1901558,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.2200572,108.1901558,0,POINT (108.1901558 -7.2200572),33.0,Rajapolah
"Jl raya rajapolah,Manggung jaya,Rajapolah",-7.2200572 108.1901558,Baik,PJU Konvensional,Tiang Stang,SON T,-7.2200572,108.1901558,0,POINT (108.1901558 -7.2200572),33.0,Rajapolah
"Jl raya Rajapolah dst 103,Manggung jaya,Rajapolah",-7.2193634 108.1903912,Rusak Ringan,PJU Konvensional,Tiang Stang,SON T,-7.2193634,108.1903912,1,POINT (108.1903912 -7.2193634),33.0,Rajapolah
"Jl raya Rajapolah dst 101,Manggung jaya,Rajapolah",-7.2197755 108.1903831,Baik,PJU Konvensional,Tiang Stang,SON T,-7.2197755,108.1903831,0,POINT (108.1903831 -7.2197755),33.0,Rajapolah
"Jl raya Rajapolah halaman desa rjp,Rajapolah,Rajapolah",-7.2215587 108.1902966,Baik,PJU Konvensional,Tiang Stang,SON T,-7.2215587,108.1902966,0,POINT (108.1902966 -7.2215587),33.0,Rajapolah
"Jl cikuya,Rajapolah,Rajapolah",-7.2223287 108.1859622,Baik,PJU Konvensional,Tiang Stang,SON T,-7.2223287,108.1859622,0,POINT (108.1859622 -7.2223287),33.0,Rajapolah
"Panembong kpmb 308ro3,Manggung jaya,Rajapolah",-7.2132478 108.1875983,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2132478,108.1875983,0,POINT (108.1875983 -7.2132478),33.0,Rajapolah
"Jl raya Rajapolah kpmb303,Manggung jaya,Rajapolah",-7.2117510 108.1890876,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.211751,108.1890876,0,POINT (108.1890876 -7.211751),33.0,Rajapolah
"Jl raya Rajapolah,Manggung jaya,Rajapolah",-7.2122450 108.1892838,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.212245,108.1892838,0,POINT (108.1892838 -7.212245),33.0,Rajapolah
"Polsek rajapolah,Manggung jaya,Rajapolah",-7.2118974 108.1888640,Rusak Berat,PJU Konvensional,Tiang Tunggal,SON T,-7.2118974,108.188864,1,POINT (108.188864 -7.2118974),33.0,Rajapolah
"Jl raya rajapolah,Manggung jaya,Rajapolah",-7.2136240 108.1899597,Baik,PJU Konvensional,Tiang Double Arm,SON T,-7.213624,108.1899597,0,POINT (108.1899597 -7.213624),33.0,Rajapolah
"Jl raya rajapolah,Manggung jaya,Rajapolah",-7.2148175 108.1902255,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2148175,108.1902255,0,POINT (108.1902255 -7.2148175),33.0,Rajapolah
"Jl cisurian,Sukanagalih,Rajapolah",-7.2165614 108.1691860,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.2165614,108.169186,0,POINT (108.169186 -7.2165614),33.0,Rajapolah
"Jl sukahening..cisurian,Sukanagalih,Rajapolah",-7.2147772 108.1701053,Baik,PJU Konvensional,Tiang Stang,SON T,-7.2147772,108.1701053,0,POINT (108.1701053 -7.2147772),33.0,Rajapolah
"Jl cihateup,Sukanagalih,Rajapolah",-7.2147812 108.1701180,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2147812,108.170118,0,POINT (108.170118 -7.2147812),33.0,Rajapolah
"Jl cihateup,Sukanagalih,Rajapolah",-7.2221301 108.1672702,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.2221301,108.1672702,0,POINT (108.1672702 -7.2221301),33.0,Rajapolah
"Jl cihateup,Sukanagalih,Rajapolah",-7.2231023 108.1689483,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2231023,108.1689483,0,POINT (108.1689483 -7.2231023),33.0,Rajapolah
"Kp cihateup,Sukanagalih,Rajapolah",-7.2219089 108.1669614,Baik,PJU Konvensional,Tiang Stang,SON T,-7.2219089,108.1669614,0,POINT (108.1669614 -7.2219089),33.0,Rajapolah
"jl.jati,manggungjaya,Rajapolah",-7.208812 108.186950,Baik,PJU Solar Cell,Tiang Stang,LED,-7.208812,108.18695,0,POINT (108.18695 -7.208812),33.0,Rajapolah
"jl jati,manggungjaya,Rajapolah",-7.209030 108.186210,Baik,PJU Konvensional,Tiang Stang,SON T,-7.20903,108.18621,0,POINT (108.18621 -7.20903),33.0,Rajapolah
"jl jati,manggungjaya,Rajapolah",-7.208974 108.186030,Baik,PJU Konvensional,Tiang Stang,SON T,-7.208974,108.18603,0,POINT (108.18603 -7.208974),33.0,Rajapolah
"jl jati,manggung jaya,Rajapolah",-7.208653 108.185710,Baik,PJU Konvensional,Tiang Stang,SON T,-7.208653,108.18571,0,POINT (108.18571 -7.208653),33.0,Rajapolah
"jl jati,manggung jaya,Rajapolah",-7.208845 108.185440,Baik,PJU Konvensional,Tiang Stang,SON T,-7.208845,108.18544,0,POINT (108.18544 -7.208845),33.0,Rajapolah
"jl jati,manggungjaya,Rajapolah",-7.208083 108.185600,Baik,PJU Solar Cell,Tiang Stang,LED,-7.208083,108.1856,0,POINT (108.1856 -7.208083),33.0,Rajapolah
"jl jati,manggung jaya,Rajapolah",-7.208377 108.185790,Baik,PJU Konvensional,Tiang Stang,SON T,-7.208377,108.18579,0,POINT (108.18579 -7.208377),33.0,Rajapolah
"jl jati,manggung jaya,Rajapolah",-7.207621 108.186010,Baik,PJU Konvensional,Tiang Stang,SON T,-7.207621,108.18601,0,POINT (108.18601 -7.207621),33.0,Rajapolah
"jl jati,manggung jaya,Rajapolah",-7.208495 108.186120,Baik,PJU Konvensional,Tiang Stang,SON T,-7.208495,108.18612,0,POINT (108.18612 -7.208495),33.0,Rajapolah
"jl jati,manggung jaya,Rajapolah",-7.208571 108.185490,Baik,PJU Konvensional,Tiang Stang,SON T,-7.208571,108.18549,0,POINT (108.18549 -7.208571),33.0,Rajapolah
"kp tanjung,tanjungpura,Rajapolah",-7.194781 108.181120,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.194781,108.18112,0,POINT (108.18112 -7.194781),33.0,Rajapolah
"sentral peuyeum,tanjung pura,Rajapolah",-7.191835 108.183010,Rusak Ringan,PJU Konvensional,Tiang Tunggal,SON T,-7.191835,108.18301,1,POINT (108.18301 -7.191835),34.0,Jamanis
"Margasari,Manggung jaya,Rajapolah",-7.2198736 108.1913584,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2198736,108.1913584,0,POINT (108.1913584 -7.2198736),33.0,Rajapolah
"Kp cibitung,Mangga jaya,Rajapolah",-7.2237406 108.1930948,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2237406,108.1930948,0,POINT (108.1930948 -7.2237406),33.0,Rajapolah
"cihonje,tanjungpura,Rajapolah",-7.192360 108.184770,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.19236,108.18477,0,POINT (108.18477 -7.19236),33.0,Rajapolah
"Jl perum margasari,Manggung jaya,Rajapolah",-7.2185225 108.1921051,Baik,PJU Konvensional,Tiang Stang,SON T,-7.2185225,108.1921051,0,POINT (108.1921051 -7.2185225),33.0,Rajapolah
"Jl perum margasari,Manggung jaya,Rajapolah",-7.2183183 108.1921685,Baik,PJU Konvensional,Tiang Stang,SON T,-7.2183183,108.1921685,0,POINT (108.1921685 -7.2183183),33.0,Rajapolah
"cihonje,tanjungpura,Rajapolah",-7.191977 108.184740,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.191977,108.18474,0,POINT (108.18474 -7.191977),33.0,Rajapolah
"Jl perum margasari,Manggung jaya,Rajapolah",-7.2183918 108.1925061,Baik,PJU Solar Cell,Tiang Stang,LED,-7.2183918,108.1925061,0,POINT (108.1925061 -7.2183918),33.0,Rajapolah
"Jl perum margasari,Manggung jaya,Rajapolah",-7.2182076 108.1927083,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.2182076,108.1927083,0,POINT (108.1927083 -7.2182076),33.0,Rajapolah
"Jl pasarean,Manggung jaya,Rajapolah",-7.2150696 108.1944121,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.2150696,108.1944121,0,POINT (108.1944121 -7.2150696),33.0,Rajapolah
"Jl surangga,Manggungjaya,Rajapolah",-7.2172992 108.1870642,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2172992,108.1870642,0,POINT (108.1870642 -7.2172992),33.0,Rajapolah
"Jl ciberekah,Manggungjaya,Rajapolah",-7.2155536 108.1828857,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2155536,108.1828857,0,POINT (108.1828857 -7.2155536),33.0,Rajapolah
"Jl sukahening,Mangggungjaya,Rajapolah",-7.2176195 108.1815127,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2176195,108.1815127,0,POINT (108.1815127 -7.2176195),33.0,Rajapolah
"Jl kebon kalapa,Manggungjaya,Rajapolah",-7.2192616 108.1853708,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2192616,108.1853708,0,POINT (108.1853708 -7.2192616),33.0,Rajapolah
"Jl kebonkalapa,Manggungjaya,Rajapolah",-7.2185205 108.1854583,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2185205,108.1854583,0,POINT (108.1854583 -7.2185205),33.0,Rajapolah
"Terminal rajapolah,Manggungjaya,Rajapolah",-7.2207883 108.1864741,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2207883,108.1864741,0,POINT (108.1864741 -7.2207883),33.0,Rajapolah
"Jl raya rajapolah,Rajapolah,Rajapolah",-7.2221580 108.1904783,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.222158,108.1904783,0,POINT (108.1904783 -7.222158),33.0,Rajapolah
"Jl raya rajapolah,Rajapolah,Rajapolah",-7.2220689 108.1905172,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2220689,108.1905172,0,POINT (108.1905172 -7.2220689),33.0,Rajapolah
"Jla raya Rajapolah,Rajapolah,Rajapolah",-7.2220689 108.1905172,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2220689,108.1905172,0,POINT (108.1905172 -7.2220689),33.0,Rajapolah
"Jl raya rajapolah,Rajapolah,Rajapolah",-7.2253561 108.1900442,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2253561,108.1900442,0,POINT (108.1900442 -7.2253561),33.0,Rajapolah
"Jl raya rajapolah,Rajapolah,Rajapolah",-7.2268263 108.1886608,Baik,PJU Konvensional,Tiang Stang,SON T,-7.2268263,108.1886608,0,POINT (108.1886608 -7.2268263),33.0,Rajapolah
"Jl rayabrajapolah,Rajapolah,Rajapolah",-7.2266094 108.1881311,Baik,PJU Konvensional,Tiang Stang,SON T,-7.2266094,108.1881311,0,POINT (108.1881311 -7.2266094),33.0,Rajapolah
"Jl raya rajapolah,Rajapolah,Rajapolah",-7.2264993 108.1878907,Baik,PJU Konvensional,Tiang Stang,SON T,-7.2264993,108.1878907,0,POINT (108.1878907 -7.2264993),33.0,Rajapolah
"Jl raya rajapolah,Rajapolah,Rajapolah",-7.2263447 108.1873901,Baik,PJU Konvensional,Tiang Stang,SON T,-7.2263447,108.1873901,0,POINT (108.1873901 -7.2263447),33.0,Rajapolah
"Jl raya rajapolah,Rajapolah,Rajapolah",-7.2262389 108.1870984,Baik,PJU Konvensional,Tiang Stang,SON T,-7.2262389,108.1870984,0,POINT (108.1870984 -7.2262389),33.0,Rajapolah
"Jl raya rajapolah,Rajapolah,Rajapolah",-7.2255996 108.1864939,Baik,PJU Konvensional,Tiang Stang,SON T,-7.2255996,108.1864939,0,POINT (108.1864939 -7.2255996),33.0,Rajapolah
"Jl raya Rajapolah,Rajapolah,Rajapolah",-7.2226606 108.1901846,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.2226606,108.1901846,0,POINT (108.1901846 -7.2226606),33.0,Rajapolah
"Jl ciinjuk,Manggung sari,Rajapolah",-7.2047991 108.1874941,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2047991,108.1874941,0,POINT (108.1874941 -7.2047991),33.0,Rajapolah
"Jl raya rajapolah,Manggung sari,Rajapolah",-7.2072167 108.1872185,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2072167,108.1872185,0,POINT (108.1872185 -7.2072167),33.0,Rajapolah
"Jl raya rajapolah,Manggung sari,Rajapolah",-7.2080223 108.1872885,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2080223,108.1872885,0,POINT (108.1872885 -7.2080223),33.0,Rajapolah
"Jl raya rajapolah,Manggung sari,Rajapolah",-7.2080223 108.1872885,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2080223,108.1872885,0,POINT (108.1872885 -7.2080223),33.0,Rajapolah
"Jl ciinjuk,Manggung sari,Rajapolah",-7.2046155 108.1865224,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2046155,108.1865224,0,POINT (108.1865224 -7.2046155),33.0,Rajapolah
"Jl ciinjuk,Manggungsari,Rajapolah",-7.2044346 108.1857768,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2044346,108.1857768,0,POINT (108.1857768 -7.2044346),33.0,Rajapolah
"Pju cibubuhan,Manggungsari,Rajapolah",-7.2051600 108.1796070,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.20516,108.179607,0,POINT (108.179607 -7.20516),33.0,Rajapolah
"Kp cibubuhan,Sukaraja,Rajapolah",-7.2048933 108.1780379,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2048933,108.1780379,0,POINT (108.1780379 -7.2048933),33.0,Rajapolah
"Jl cibunuhan,Sukaraja,Rajapolah",-7.2041242 108.1767686,Rusak Berat,PJU Konvensional,Tiang Stang,SON T,-7.2041242,108.1767686,1,POINT (108.1767686 -7.2041242),33.0,Rajapolah
"Jl sirnarasa,Manggungsari,Rajapolah",-7.2029620 108.1926580,Rusak Berat,PJU Konvensional,Tiang Tunggal,SON T,-7.202962,108.192658,1,POINT (108.192658 -7.202962),33.0,Rajapolah
"Jl naringgul,Tanjung pura,Rajapolah",-7.1974127 108.1959390,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.1974127,108.195939,0,POINT (108.195939 -7.1974127),33.0,Rajapolah
"Jl cihonje,Tanjungpura,Rajapolah",-7.1933825 108.1942502,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.1933825,108.1942502,0,POINT (108.1942502 -7.1933825),33.0,Rajapolah
"Jl tanjungpura,Tanjungpura,Rajapolah",-7.1919003 108.1848675,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.1919003,108.1848675,0,POINT (108.1848675 -7.1919003),33.0,Rajapolah
"Jl nagrog,Dawagung,Rajapolah",-7.2290701 108.1860292,Rusak Berat,PJU Konvensional,Tiang Tunggal,SON T,-7.2290701,108.1860292,1,POINT (108.1860292 -7.2290701),33.0,Rajapolah
"Jl nagrog,Dawagunh,Rajapolah",-7.2286976 108.1852866,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2286976,108.1852866,0,POINT (108.1852866 -7.2286976),33.0,Rajapolah
"Jl nagrog,Dawagung,Rajapolah",-7.2276292 108.1830956,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.2276292,108.1830956,0,POINT (108.1830956 -7.2276292),33.0,Rajapolah
"Jl cirangkong,Dawagung,Rajapolah",-7.2394401 108.1920699,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2394401,108.1920699,0,POINT (108.1920699 -7.2394401),33.0,Rajapolah
"Jl dawajaya,Dawagung,Rajapolah",-7.2347238 108.1838972,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2347238,108.1838972,0,POINT (108.1838972 -7.2347238),33.0,Rajapolah
"Jl raya nasinal,Mangggungjaya,Rajapolah",-7.2170570 108.1936025,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.217057,108.1936025,0,POINT (108.1936025 -7.217057),33.0,Rajapolah
"Kp panembong,Manggungjaya,Rajapolah",-7.2116449 108.1843830,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.2116449,108.184383,0,POINT (108.184383 -7.2116449),33.0,Rajapolah
"SMP islam,Manggungnya,Rajapolah",-7.2121216 108.1848162,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.2121216,108.1848162,0,POINT (108.1848162 -7.2121216),33.0,Rajapolah
