No;Lokasi;Kecamatan_Baru;Titik Koordinat;Lokasi Pemasangan;Kondisi;Jenis PJU;Jenis Tiang;Jenis Lampu
4946;Jl taraju Taraju Taraju;Tidak Diketahui;-7,4597049, 107,9819812;;Baik;PJU Konvensional;Tiang Double Arm;LED
4947;Jl taraju Taraju Taraju;Tidak Diketahui;-7,4602225, 107,9820177;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;SON T
4948;Jl taraju Taraju Taraju;Tidak Diketahui;-7,4601052, 107,9822226;;Rusak Berat;PJU Konvensional;Tiang Tunggal;Mercury
4949;Jl taraju kp galian Taraju Taraju;Tidak Diketahui;-7,4619236, 107,9825609;;Baik;PJU Konvensional;Tiang Tunggal;SON T
4950;Jl taraju Taraju Taraju;Tidak Diketahui;-7,4586511, 107,9807725;;Rusak Berat;PJU Konvensional;Tiang Stang;SON T
4951;Jl cilangap sari Tarau Taraju;Tidak Diketahui;-7,4598715, 107,9834390;;Baik;PJU Konvensional;Tiang Stang;SON T
4952;Jln campaka Cikubang Taraju;Tidak Diketahui;7.461745,108.008716;;Rusak Berat;PJU Konvensional;Tiang Tunggal;SON T
4953;Tida d temukan Cikubang Taraju;Tidak Diketahui;7.461743,108.008721;;Rusak Berat;PJU Konvensional;Tiang Stang;Mercury
4954;Kp ciastana Cikubang Taraju;Tidak Diketahui;7.459620,108.013196;;Baik;PJU Konvensional;Tiang Tunggal;SON T
4955;Kp jambu rasa Singasari Taraju;Tidak Diketahui;7.459620,108.013196;;Baik;PJU Konvensional;Tiang Stang;SON T
4956;Masjid darulsalam Singasari Taraju;Tidak Diketahui;7.456488,107.997995;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;LED
4957;Kp simpanggirang Singasari Taraju;Tidak Diketahui;7.459249,107.990994;;Baik;PJU Konvensional;Tiang Tunggal;LED
4958;Pisik tidaada Singasari Taraju;Tidak Diketahui;7.459500,107.990996;;Rusak Berat;PJU Konvensional;Tiang Stang;Mercury
4959;Jln cilongla Raksa sari Taraju;Tidak Diketahui;7.460308,107.986843;;Baik;PJU Konvensional;Tiang Tunggal;SON T
4960;Depan kaum kaler Taraju Taraju;Tidak Diketahui;7.458192,107.980750;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;SON T
4961;Kp nanggerang Tara ju Taraju;Tidak Diketahui;7.456311,107.979941;;Baik;PJU Konvensional;Tiang Tunggal;SON T
4962;Jln ry cibuntu Taraju Taraju;Tidak Diketahui;7.455835,107.980782;;Baik;PJU Konvensional;Tiang Tunggal;SON T
4963;Jln ry taraju Taranu Taraju;Tidak Diketahui;7.459032,107.981550;;Baik;PJU Konvensional;Tiang Tunggal;SON T
4964;Mekar jayaraksasari Raksa sari Taraju;Tidak Diketahui;7.458937,107.989309;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;LED
4965;Kp cipanunjang Raksa sari Taraju;Tidak Diketahui;7.453248,107.986641;;Baik;PJU Konvensional;Tiang Stang;SON T
4966;Toblong Kertaraharja Taraju;Tidak Diketahui;-7,4296820, 108,0056131;;Baik;PJU Konvensional;Tiang Tunggal;SON T
4967;Jlncipatat Taraju Taraju;Tidak Diketahui;7.454161,107.982055;;Baik;PJU Konvensional;Tiang Tunggal;SON T
4968;Simpang pedes blok ipuk Kertaraharja Taraju;Tidak Diketahui;-7,4301594, 108,0089485;;Rusak Berat;PJU Konvensional;Tiang Tunggal;Mercury
4969;Bojong salam Kertaraharja Taraju;Tidak Diketahui;7.428694,108.002575;;Baik;PJU Konvensional;Tiang Tunggal;SON T
4970;Bojong salam Kertaraharja Taraju;Tidak Diketahui;7.428782,108.001802;;Baik;PJU Konvensional;Tiang Tunggal;LED
4971;Indularang pager alam Indularang Taraju;Tidak Diketahui;7.435748,107.991033;;Baik;PJU Konvensional;Tiang Tunggal;SON T
4972;Baros Indularang Taraju;Tidak Diketahui;7.435617,107.989660;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;LED
4973;Caringin,dkm al basyah Pager alam Taraju;Tidak Diketahui;7.437291,107.987317;;Baik;PJU Konvensional;Tiang Tunggal;SON T
4974;Indularang Pageralam Taraju;Tidak Diketahui;7.435671,107.990769;;Rusak Berat;PJU Konvensional;Tiang Stang;Mercury
4975;Kp galumpit Purwarahayu Taraju;Tidak Diketahui;-7,4244564, 107,9976024;;Baik;PJU Konvensional;Tiang Tunggal;SON T
4976;Peteyselong Purwarahayu Taraju;Tidak Diketahui;-7,420278,107.99295;;Baik;PJU Konvensional;Tiang Tunggal;LED
4977;Kp galumpit Purwarahayu Taraju;Tidak Diketahui;-7,4251881, 107,9974736;;Baik;PJU Konvensional;Tiang Tunggal;LED
4978;Ci odeng puncak manis Uspa rahayu Taraju;Tidak Diketahui;-7,4227854,108,0000573;;Rusak Berat;PJU Konvensional;Tiang Stang;Mercury
4979;Kp suka asih Purwarahayu Taraju;Tidak Diketahui;-7,4143842, 107,9999218;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;SON T
4980;Hariang wangi Purwarahayu Taraju;Tidak Diketahui;-7,4124313, 107,9988375;;Baik;PJU Konvensional;Tiang Tunggal;SON T
4981;Jl cempaka Cikubang Taraju;Tidak Diketahui;-7.4625157 108.0069462;;Baik;PJU Konvensional;Tiang Tunggal;SON T
4982;Jl Babakan Cikubang Taraju;Tidak Diketahui;-7.4626563 108.0049989;;Rusak Berat;PJU Konvensional;Tiang Stang;Mercury
4983;Jl cikubang Cikubang Taraju;Tidak Diketahui;-7.4428955 108.0221694;;Rusak Berat;PJU Konvensional;Tiang Tunggal;Mercury
4984;Jl ci windu Cikubang Taraju;Tidak Diketahui;-7.4425773 108.0225674;;Baik;PJU Konvensional;Tiang Tunggal;LED
4985;Barujaya Cikubang Taraju;Tidak Diketahui;-7.4423114 108.0228597;;Baik;PJU Konvensional;Tiang Stang;LED
4986;Jl ciodeng Singasari Taraju;Tidak Diketahui;-7.4238237 108.0006282;;Baik;PJU Konvensional;Tiang Tunggal;LED
4987;Jl ciodeng Sindang sari Taraju;Tidak Diketahui;-7.4237326 108.0003764;;Baik;PJU Konvensional;Tiang Stang;SON T
4988;Jl ciodeng Sindangsari Taraju;Tidak Diketahui;-7.4235025 108.0000103;;Baik;PJU Konvensional;Tiang Stang;SON T
4989;Jl dedel Dedel Taraju;Tidak Diketahui;-7.4324760 108.0289219;;Baik;PJU Konvensional;Tiang Tunggal;SON T
4990;Jl sukawelah Dedei Taraju;Tidak Diketahui;-7.4355503 108.0290003;;Baik;PJU Konvensional;Tiang Tunggal;SON T
4991;PJU DS raksasari Raksasari Taraju;Tidak Diketahui;-7.4603023 107.9867830;;Baik;PJU Konvensional;Tiang Tunggal;SON T
4992;Jl kampung galian Taraju Taraju;Tidak Diketahui;-7.4590593 107.9816194;;Baik;PJU Konvensional;Tiang Tunggal;SON T
4993;Jl pasar taraju Taraju Taraju;Tidak Diketahui;-7.4587019 107.9803856;;Baik;PJU Konvensional;Tiang Tunggal;SON T
4994;Jl cijalu Taraju Taraju;Tidak Diketahui;-7.4602165 107.9796708;;Baik;PJU Konvensional;Tiang Tunggal;SON T
4995;Jl Bojong bangu Taraju Taraju;Tidak Diketahui;-7.4597544 107.9788511;;Baik;PJU Konvensional;Tiang Tunggal;SON T
4996;Jl cipicung Sukaluyu Taraju;Tidak Diketahui;-7.3799763 108.0520462;;Rusak Ringan;PJU Konvensional;Tiang Stang;SON T
4997;Kp babakan sala Purwarahayu Taraju;Tidak Diketahui;-7.4209801 107.9994360;;Baik;PJU Konvensional;Tiang Tunggal;SON T
4998;Kp kubang sari Kertaraharja Taraju;Tidak Diketahui;-7.4307738 108.0125473;;Baik;PJU Konvensional;Tiang Tunggal;LED
4999;Kp boyar Kertaharja Kertaraharja Taraju;Tidak Diketahui;-7.4307562 108.0122281;;Baik;PJU Konvensional;Tiang Tunggal;LED
5000;Kp sukahurip ,deudeul Deudeul Taraju;Tidak Diketahui;-7.4350456 108.0386757;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5001;Kp bakom pasir, cikubang Cikubang Taraju;Tidak Diketahui;-7.4522433 108.0318314;;Baik;PJU Konvensional;Tiang Tunggal;LED
5002;ciheukeu,cikubang Cikubang Taraju;Tidak Diketahui;-7.4507217 108.0311877;;Baik;PJU Konvensional;Tiang Stang;LED
5003;Jln ciawi-panumbangan Cipondok Sukaresik;Tidak Diketahui;-7.156800 108.158400;;Baik;PJU Konvensional;Tiang Stang;LED
5004;Jln ciawi-pnumbangan Cipondok Sukaresik;Tidak Diketahui;-7.156800 108.158800;;Baik;PJU Konvensional;Tiang Stang;SON T
5005;Jln ciawi-panumbangan Cipondok Sukaresik;Tidak Diketahui;-7.156900 108.159400;;Baik;PJU Konvensional;Tiang Stang;SON T
5006;Jln cipondok Cipondok Sukaresik;Tidak Diketahui;-7.156400 108.160500;;Baik;PJU Konvensional;Tiang Stang;Mercury
5007;ciupih ciupih Sukaresik;Tidak Diketahui;-7.1634046 108.2006248;;Baik;PJU Konvensional;Tiang Stang;LED
5008;tanjungsari tanjungsari Sukaresik;Tidak Diketahui;-7.150734 108.198527;;Baik;PJU Konvensional;Tiang Stang;SON T
5009;kalapa 2 tanjung sari tanjungsari Sukaresik;Tidak Diketahui;-7.142246 108.200153;;Baik;PJU Konvensional;Tiang Stang;Mercury
5010;lapang desa tanjungsari tanjungsari Sukaresik;Tidak Diketahui;-7.143681 108.199941;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5011;ciupih SUKARESIK Sukaresik;Tidak Diketahui;-7.1586605 108.1944279;;Baik;PJU Konvensional;Tiang Stang;LED
5012;Lio sukaratu Sukaresik;Tidak Diketahui;-7.1577763 108.1936662;;Baik;PJU Konvensional;Tiang Stang;SON T
5013;sukaratu sukaratu Sukaresik;Tidak Diketahui;-7.1577763 108.1936662;;Baik;PJU Konvensional;Tiang Stang;SON T
5014;SUKARATU SUKARATU Sukaresik;Tidak Diketahui;-7.1567131 108.1885710;;Baik;PJU Konvensional;Tiang Stang;LED
5015;babakan awi sukaratu sukaratu Sukaresik;Tidak Diketahui;-7.1585457 108.1859300;;Baik;PJU Konvensional;Tiang Stang;LED
5016;babakan awi babakan awi Sukaresik;Tidak Diketahui;-7.1592749 108.1864094;;Baik;PJU Konvensional;Tiang Stang;SON T
5017;BABAKAN AWI BABAKAN AWI Sukaresik;Tidak Diketahui;-7.1592749 108.1864094;;Baik;PJU Konvensional;Tiang Stang;LED
5018;babakan anal sukaresik Sukaresik;Tidak Diketahui;-7.1623338 108.1849855;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
5019;Balanjeur Cipondok Sukaresik;Tidak Diketahui;-7.167300 108.162100;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5020;Jln kubang sari Margamulya Sukaresik;Tidak Diketahui;-7.169400 108.167900;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5021;Cimanggu Sukamenak Sukaresik;Tidak Diketahui;-7.169100 108.172100;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5022;Cimanggu Sukamenak Sukaresik;Tidak Diketahui;-7.169100 108.171300;;Baik;PJU Konvensional;Tiang Stang;SON T
5023;Sukamulya Margamulya Sukaresik;Tidak Diketahui;-7.171100 108.170200;;Baik;PJU Konvensional;Tiang Stang;SON T
5024;Cimanggu Sukamenak Sukaresik;Tidak Diketahui;-7.165700 108.177100;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5025;Jamana Sukaratu Sukaresik;Tidak Diketahui;-7.159300 108.176100;;Baik;PJU Konvensional;Tiang Tunggal;LED
5026;Situ jaya Cipondok Sukaresik;Tidak Diketahui;-7.159500 108.171800;;Baik;PJU Konvensional;Tiang Tunggal;LED
5027;sukamenak sukamenak Sukaresik;Tidak Diketahui;-7.1697583 108.1822188;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5028;sukamenak sukamenak Sukaresik;Tidak Diketahui;-7.1693522 108.1803094;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5029;sukamenak sukamenak Sukaresik;Tidak Diketahui;-7.1690907 108.1791363;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5030;sukamenak sukamenak Sukaresik;Tidak Diketahui;-7.1690634 108.1786756;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
5031;babakan garut margamulya Sukaresik;Tidak Diketahui;-7.1733400 108.1808713;;Baik;PJU Konvensional;Tiang Stang;SON T
5032;cideres MARGAMULYA Sukaresik;Tidak Diketahui;-7.1743549 108.1804781;;Baik;PJU Konvensional;Tiang Stang;SON T
5033;sukaharja sukamenak Sukaresik;Tidak Diketahui;-7.1739125 108.1884892;;Baik;PJU Konvensional;Tiang Tunggal;LED
5034;cideres sukamenak Sukaresik;Tidak Diketahui;-7.1762211 108.1892164;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5035;sandaan banjarsari Sukaresik;Tidak Diketahui;-7.1493040 108.1737008;;Baik;PJU Konvensional;Tiang Stang;SON T
5036;sandaan banjarsari Sukaresik;Tidak Diketahui;-7.1495864 108.1741735;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;SON T
5037;sandaan banjarsari Sukaresik;Tidak Diketahui;-7.1501942 108.1747767;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;SON T
5038;sandaan banjarsari Sukaresik;Tidak Diketahui;-7.1497364 108.1765731;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5039;sandaan banjarsari Sukaresik;Tidak Diketahui;-7.1493791 108.1777167;;Baik;PJU Konvensional;Tiang Stang;SON T
5040;sandaan banjarsari Sukaresik;Tidak Diketahui;-7.1506330 108.1747140;;Baik;PJU Konvensional;Tiang Stang;SON T
5041;karangsari banjarsari Sukaresik;Tidak Diketahui;-7.1520571 108.1751033;;Baik;PJU Konvensional;Tiang Stang;SON T
5042;jamana sukaratu Sukaresik;Tidak Diketahui;-7.1592823 108.1761775;;Baik;PJU Konvensional;Tiang Tunggal;LED
5043;situ jaya cipondok Sukaresik;Tidak Diketahui;-7.1596612 108.1727308;;Baik;PJU Konvensional;Tiang Stang;LED
5044;munjul cipondok Sukaresik;Tidak Diketahui;-7.1542161 108.1712097;;Rusak Ringan;PJU Konvensional;Tiang Stang;SON T
5045;sawati cipondok Sukaresik;Tidak Diketahui;-7.1545149 108.1703454;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;SON T
5046;sawati cipondok Sukaresik;Tidak Diketahui;-7.1550475 108.1667653;;Baik;PJU Konvensional;Tiang Stang;SON T
5047;CIPONDOK cipondok Sukaresik;Tidak Diketahui;-7.1552381 108.1637106;;Baik;PJU Konvensional;Tiang Stang;SON T
5048;Cipondok cipondok Sukaresik;Tidak Diketahui;-7.1564689 108.1604410;;Baik;PJU Konvensional;Tiang Stang;Mercury
5049;Jlan tikungan banjasari Banjarsari Sukaresik;Tidak Diketahui;-7.1514922 108.1914071;;Rusak Berat;PJU Konvensional;Tiang Stang;LED
5050;Jln.banjarsari Banjarsari Sukaresik;Tidak Diketahui;-7.1518831 108.1913786;;Baik;PJU Konvensional;Tiang Tunggal;LED
5051;Jlan.banjasari Banjarsari Sukaresik;Tidak Diketahui;-7.1514227 108.1910698;;Baik;PJU Konvensional;Tiang Tunggal;LED
5052;Jlan banjasari Banjasari Sukaresik;Tidak Diketahui;-7.150525 108.185516;;Baik;PJU Konvensional;Tiang Tunggal;LED
5053;Jlan.banjasari Banjarsari Sukaresik;Tidak Diketahui;-7.1512178 108.1903835;;Baik;PJU Konvensional;Tiang Tunggal;LED
5054;Jln.kec.sukaresik Sudimara Sukaresik;Tidak Diketahui;-7.1556023 108.1833785;;Baik;PJU Konvensional;Tiang Tunggal;LED
5055;Jln.sudimara Sudimara Sukaresik;Tidak Diketahui;-7.1549793 108.1821504;;Baik;PJU Konvensional;Tiang Tunggal;LED
5056;Jln.kampung rancasepat Sudimara Sukaresik;Tidak Diketahui;-7.1568116 108.1803859;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
5057;Jln.sukaratu Sukaratu Sukaresik;Tidak Diketahui;-7.1545764 108.1817132;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5058;Jln.sudimara Sukaratu Sukaresik;Tidak Diketahui;-7.1556988 108.1813806;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5059;Jln.cihanjuang Sukaratu Sukaresik;Tidak Diketahui;-7.1557364 108.1849644;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5060;Jln.sukaratu Sukaratu Sukaresik;Tidak Diketahui;-7.1558468 108.1853828;;Rusak Ringan;PJU Konvensional;Tiang Stang;SON T
5061;Jln.sukaratu Sukaratu Sukaresik;Tidak Diketahui;-7.1556679 108.1869885;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5062;Jl cikole Margamulya Sukaresik;Tidak Diketahui;-7.1767241 108.1738570;;Baik;PJU Konvensional;Tiang Stang;LED
5063;..Pju Cikole Margamulya... Sukaresik Sukaresik;Tidak Diketahui;-7.1764985 108.1744394;;Baik;PJU Konvensional;Tiang Tunggal;LED
5064;Kamp. Cikole. Margamulya Sukaresik;Tidak Diketahui;-7.1762151 108.1758838;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5065;Jl margamulya Margamulya Sukaresik;Tidak Diketahui;-7.1693485 108.1678680;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5066;Jl cilole Margamulya Sukaresik;Tidak Diketahui;-7.1710001 108.1684313;;Baik;PJU Konvensional;Tiang Tunggal;LED
5067;Jl sukamenanak... Sukamenanak. Sukaresik;Tidak Diketahui;-7.1662342 108.1758268;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;SON T
5068;..Pju Cimanggu Sukamenak Sukaresik;Tidak Diketahui;-7.1661657 108.1766660;;Baik;PJU Konvensional;Tiang Tunggal;LED
5069;Jl cimanggu 2 Margamulya Sukaresik;Tidak Diketahui;-7.1657721 108.1773171;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5070;..Pju Sukahurip... Margamulya Sukaresik;Tidak Diketahui;-7.1658546 108.1817434;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;SON T
5071;Jl Sukahurip... .Pju Sukahurip... Sukaresik;Tidak Diketahui;-7.1638148 108.1836112;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5072;Jl cimabghu 2 Margamulya Sukaresik;Tidak Diketahui;-7.1645785 108.1826295;;Baik;PJU Konvensional;Tiang Stang;SON T
5073;KP Balananjeur.....Sukaresik desa cipondok desa cipondok Sukaresik;Tidak Diketahui;-7,1641444, 108,1617733.;;Baik;PJU Konvensional;Tiang Tunggal;LED
5074;Pju Kp Cicalung Ds Sukapada kec sukaresik Sukapada kec sukaresik Sukaresik;Tidak Diketahui;-7,1457497, 108,1997709;;Baik;PJU Konvensional;Tiang Tunggal;LED
5075;..Ds Sukapada...Kec Sukaresik Pju KP Cicalung .Ds Sukapada Sukaresik;Tidak Diketahui;-7,1413298, 108,2002543;;Baik;PJU Konvensional;Tiang Tunggal;LED
5076;Jl Cicalung Sukapada Sukaresik;Tidak Diketahui;-7,1457497, 108,1997709;;Baik;PJU Konvensional;Tiang Tunggal;LED
5077;Jl Kukang jaya guna Mangkonjaya Bojonggambir;Tidak Diketahui;-7.496822 107.958554;;Baik;PJU Konvensional;Tiang Tunggal;LED
5078;Jl pondok Purwarahaja Bojonggambir;Tidak Diketahui;-7.4822659 107.9904898;;Baik;PJU Konvensional;Tiang Tunggal;LED
5079;Kp lengkong sari Purwaharja Bojonggambir;Tidak Diketahui;-7.484151 108.021167;;Baik;PJU Konvensional;Tiang Tunggal;LED
5080;Jl Mangun sari Ci ronyom Bojonggambir;Tidak Diketahui;-7.4953389 107.9785587;;Baik;PJU Konvensional;Tiang Stang;SON T
5081;Jl purwaharja Purwaharja Bojonggambir;Tidak Diketahui;-7.4921454 107.9878401;;Baik;PJU Solar Cell;Tiang Tunggal;LED
5082;Jl kp cempaka Purwaraharja Bojonggambir;Tidak Diketahui;-7.4933397 107.9875595;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5083;Jl sukalaksana Bungursari/perbatasan Bungursari;Tidak Diketahui;-7,2908297, 108,1549646;;Baik;PJU Konvensional;Tiang Tunggal;LED
5084;Jl sukalaksaa Bungursari Bungursari;Tidak Diketahui;-7,2914530, 108,1551885;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;SON T
5085;Jln Sukalaksa Bungursari Bungursari;Tidak Diketahui;-7,2918477, 108,1556482;;Baik;PJU Konvensional;Tiang Stang;LED
5086;Jln Sukalaksana Bungursari Bungursari;Tidak Diketahui;-7,2922491, 108,1560897;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;LED
5087;Jln Sukalaksana Bungursari Bungursari;Tidak Diketahui;-7,2907835, 108,1545877;;Baik;PJU Konvensional;Tiang Tunggal;LED
5088;Jln Sukalaksana Bungursari Bungursari;Tidak Diketahui;-7,2898230, 108,1551362;;Baik;PJU Konvensional;Tiang Stang;SON T
5089;Jl Cibeurem Sukalaksana Bungursari;Tidak Diketahui;-7,2955092, 108,1598438;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
5090;Jl Cibeurem Sukalaksana Bungursari;Tidak Diketahui;-7,2955774, 108,1602539;;Baik;PJU Konvensional;Tiang Tunggal;LED
5091;Jl Cibeurem Sukalaksana Bungursari;Tidak Diketahui;-7,2956798, 108,1607179;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;Mercury
5092;Jl Cibeurem Sukalaksana Bungursari;Tidak Diketahui;-7,2952615, 108,1610391;;Baik;PJU Konvensional;Tiang Stang;Mercury
5093;Jl Cibeurem Sukalaksana Bungursari;Tidak Diketahui;-7,2962043, 108,1603511;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
5094;Jl Cibeurem Sukalaksana Bungursari;Tidak Diketahui;-7,2962725, 108,1599739;;Baik;PJU Konvensional;Tiang Tunggal;LED
5095;Jl Cibeurem Sukalaksana Bungursari;Tidak Diketahui;-7,2964630, 108,1603820;;Baik;PJU Konvensional;Tiang Stang;SON T
5096;Jl Cibeurem Sukalaksana Bungursari;Tidak Diketahui;-7,2969698, 108,1600919;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
5097;Jl Cibeurem Sukalaksana Bungursari;Tidak Diketahui;-7,3021351, 108,1617391;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;LED
5098;Jl Cibeurem Sukalaksana Bungursari;Tidak Diketahui;-7,3027613, 108,1624791;;Baik;PJU Konvensional;Tiang Tunggal;LED
5099;Jl Cibeurem Sukalaksana Bungursari;Tidak Diketahui;-7,3028904, 108,1630920;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5100;Jl Cibeurem Sukalaksana Bungursari;Tidak Diketahui;-7,2947290, 108,1623041;;Rusak Ringan;PJU Konvensional;Tiang Tunggal;Mercury
5101;Jl Cibeurem Sukalaksana Bungursari;Tidak Diketahui;-7,2978648, 108,1601218;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
5102;Jl Cibeurem Sukalaksana Bungursari;Tidak Diketahui;-7,2976160, 108,1598717;;Baik;PJU Konvensional;Tiang Stang;LED
5103;Jl Sukalaksana Sukalaksana Bungursari;Tidak Diketahui;-7,2890718, 108,1596792;;Baik;PJU Konvensional;Tiang Stang;Mercury
5104;Jl Sukalaksana Sukalaksana Bungursari;Tidak Diketahui;-7,2807412, 108,1593751;;Baik;PJU Konvensional;Tiang Tunggal;LED
5105;Kp citeremis Suka laksana Bungursari;Tidak Diketahui;7.296461,108.157874;;Baik;PJU Konvensional;Tiang Stang;SON T
5106;Ranca remis Suka laksana Bungursari;Tidak Diketahui;7.293587,108.156975;;Baik;PJU Konvensional;Tiang Tunggal;LED
5107;Kertamukti Kertamukti Ciawi;Tidak Diketahui;-7.195887 108.110690;;Baik;PJU Konvensional;Tiang Tunggal;LED
5108;Kertamukti Kerta mukti Ciawi;Tidak Diketahui;-7.196835 108.111280;;Baik;PJU Konvensional;Tiang Tunggal;LED
5109;Kertamukti Kertamukti Ciawi;Tidak Diketahui;-7.197219 108.112100;;Baik;PJU Konvensional;Tiang Stang;SON T
5110;Kertamukti Kerta mukti Ciawi;Tidak Diketahui;-7.197889 108.113460;;Baik;PJU Konvensional;Tiang Tunggal;LED
5111;Kertamukti Kertamukti Ciawi;Tidak Diketahui;-7.196599 108.119640;;Baik;PJU Konvensional;Tiang Stang;LED
5112;Kertamukti Karangmukti Ciawi;Tidak Diketahui;-7.196542 108.120840;;Baik;PJU Konvensional;Tiang Stang;SON T
5113;Karangmukti Kertamukti Ciawi;Tidak Diketahui;-7.196676 108.122080;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5114;Kertamukti Karangmukti Ciawi;Tidak Diketahui;-7.202399 108.117420;;Baik;PJU Konvensional;Tiang Stang;SON T
5115;Kertamukti Kertamukti Ciawi;Tidak Diketahui;-7.202405 108.118360;;Baik;PJU Konvensional;Tiang Stang;Mercury
5116;Cilangeun Kertamukti Ciawi;Tidak Diketahui;-7.202560 108.119400;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
5117;cijangkar pasirhuni Ciawi;Tidak Diketahui;-7.139788 108.143200;;Baik;PJU Konvensional;Tiang Stang;SON T
5118;cijangkar pasirhuni Ciawi;Tidak Diketahui;-7.141970 108.144970;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5119;tarikolot kurniabakti Ciawi;Tidak Diketahui;-7.146974 108.142410;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5120;tarikolot kurniabakti Ciawi;Tidak Diketahui;-7.146037 108.143610;;Baik;PJU Konvensional;Tiang Stang;LED
5121;Cijangkar Pasirhuni Ciawi;Tidak Diketahui;-7.138279 108.145930;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
5122;Cijangkar Pasirhuni Ciawi;Tidak Diketahui;-7.138273 108.144354;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5123;Cijangkar Pasirhuni Ciawi;Tidak Diketahui;-7.138463 108.143302;;Baik;PJU Konvensional;Tiang Tunggal;SON T
5124;Cijangkar Pasirhuni Ciawi;Tidak Diketahui;-7.140513 108.143201;;Baik;PJU Konvensional;Tiang Stang;SON T
5125;Panyusuhan Pakemitankidul Ciawi;Tidak Diketahui;-7.16852805 108.15795861;;Baik;PJU Konvensional;Tiang Stang;SON T
5126;Panyusuhan Pakemitankidul Ciawi;Tidak Diketahui;-7.16851711 108.1572122;;Baik;PJU Konvensional;Tiang Stang;SON T
5127;Panyusuhan Pakemitankidul Ciawi;Tidak Diketahui;-7.16852773 108.15662944;;Baik;PJU Konvensional;Tiang Stang;LED
5128;Panyusuhan Pakemitankidul Ciawi;Tidak Diketahui;-7.16882334 108.15655504;;Baik;PJU Konvensional;Tiang Stang;SON T
5129;Panyusuhan Pakemitankidul Ciawi;Tidak Diketahui;-7.16852547 108.15635284;;Baik;PJU Konvensional;Tiang Stang;SON T
5130;Jln raya perjuangan Kurniabakti Ciawi;Tidak Diketahui;-7.14267194 108.14653731;;Baik;PJU Konvensional;Tiang Stang;SON T
5131;Jln raya perjuangan Kurniabakti Ciawi;Tidak Diketahui;-7.14261995 108.14600078;;Baik;PJU Konvensional;Tiang Stang;SON T
5132;Jln raya perjuangan Kurniabakti Ciawi;Tidak Diketahui;-7.14241643 108.14628216;;Baik;PJU Konvensional;Tiang Stang;SON T
5133;Jln raya perjuangan Kurniabakti Ciawi;Tidak Diketahui;-7.14239156 108.14690315;;Baik;PJU Konvensional;Tiang Stang;SON T
5134;Jln raya perjuangan Kurniabakti Ciawi;Tidak Diketahui;-7.14269381 108.14693761;;Baik;PJU Konvensional;Tiang Stang;SON T
5135;Jln raya perjuangan Kurniabakti Ciawi;Tidak Diketahui;-7.14222269 108.14684482;;Baik;PJU Konvensional;Tiang Stang;SON T
